model,seed,alignment_loss,epoch,eval_acc,pred_cov_top1_eig,pred_effective_rank,target_cov_top1_eig,target_effective_rank,total_loss,train_alignment_loss,train_total_loss,variance_ratio
VQA-JEPA-Deep,42,0.11819221383275583,20.0,0.747465220466871,0.048367470502853394,101.95230102539062,0.04613020271062851,168.42669677734375,0.11819221383275583,0.07261987760576384,0.07261987760576384,0.7694665193557739
VQA-JEPA-Deep,43,0.1641060306733016,1.0,0.580759254892714,0.0451616495847702,32.71212387084961,0.04613020271062851,168.42669677734375,0.1641060306733016,0.20929305104129853,0.20929305104129853,0.46109187602996826
VQA-JEPA-Deep,43,0.1424120226380848,2.0,0.6326338127800047,0.04961453378200531,48.60577392578125,0.04613020271062851,168.42669677734375,0.1424120226380848,0.1513164920962758,0.1513164920962758,0.5825129747390747
VQA-JEPA-Deep,43,0.13115916759710328,3.0,0.6724829049752417,0.0488504022359848,55.74143600463867,0.04613020271062851,168.42669677734375,0.13115916759710328,0.13176149648703364,0.13176149648703364,0.5545570254325867
VQA-JEPA-Deep,43,0.12569258806349057,4.0,0.7036076397076161,0.04927051067352295,66.31385803222656,0.04613020271062851,168.42669677734375,0.12569258806349057,0.11922078954710744,0.11922078954710744,0.6525171399116516
VQA-JEPA-Deep,43,0.12208908062671553,5.0,0.7161046922895543,0.04699268192052841,71.73158264160156,0.04613020271062851,168.42669677734375,0.12208908062671553,0.11002599525831976,0.11002599525831976,0.6574549078941345
VQA-JEPA-Deep,43,0.11925112707129741,6.0,0.7255364300872436,0.04715295881032944,78.80479431152344,0.04613020271062851,168.42669677734375,0.11925112707129741,0.10372703014263357,0.10372703014263357,0.6795538663864136
VQA-JEPA-Deep,43,0.11713491482108979,7.0,0.7377976892242396,0.04959842562675476,77.99755859375,0.04613020271062851,168.42669677734375,0.11713491482108979,0.09905237421269276,0.09905237421269276,0.6855598092079163
VQA-JEPA-Deep,43,0.11572604371505761,8.0,0.7385050695590663,0.04831370711326599,82.58088684082031,0.04613020271062851,168.42669677734375,0.11572604371505761,0.09392334109822965,0.09392334109822965,0.6989759206771851
VQA-JEPA-Deep,43,0.11595464219352149,9.0,0.7307238858759727,0.046801380813121796,87.40145111083984,0.04613020271062851,168.42669677734375,0.11595464219352149,0.09052232686742266,0.09052232686742266,0.7055955529212952
VQA-JEPA-Deep,43,0.1152863722629239,10.0,0.7425135581230842,0.04695854336023331,89.0716323852539,0.04613020271062851,168.42669677734375,0.1152863722629239,0.08701321819591369,0.08701321819591369,0.7097040414810181
VQA-JEPA-Deep,43,0.11513545792975872,11.0,0.742277764678142,0.045738108456134796,92.83716583251953,0.04613020271062851,168.42669677734375,0.11513545792975872,0.0852841393550518,0.0852841393550518,0.7240306735038757
VQA-JEPA-Deep,43,0.1142543568149599,12.0,0.7465220466871021,0.04810328781604767,91.15538787841797,0.04613020271062851,168.42669677734375,0.1142543568149599,0.0827375937153123,0.0827375937153123,0.7269351482391357
VQA-JEPA-Deep,43,0.11760426357483364,13.0,0.7342607875501062,0.05032157897949219,93.25511169433594,0.04613020271062851,168.42669677734375,0.11760426357483364,0.08137983483595049,0.08137983483595049,0.7387305498123169
VQA-JEPA-Deep,43,0.11659636495178585,14.0,0.742277764678142,0.04672301560640335,96.14091491699219,0.04613020271062851,168.42669677734375,0.11659636495178585,0.08008337901993291,0.08008337901993291,0.743462085723877
VQA-JEPA-Deep,43,0.11661049033906262,15.0,0.7498231549162934,0.04666107892990112,96.4019775390625,0.04613020271062851,168.42669677734375,0.11661049033906262,0.07775497505666418,0.07775497505666418,0.7416092157363892
VQA-JEPA-Deep,43,0.11617081012402017,16.0,0.7486441876915821,0.046223558485507965,99.73600006103516,0.04613020271062851,168.42669677734375,0.11617081012402017,0.0761637083522164,0.0761637083522164,0.7539085149765015
VQA-JEPA-Deep,43,0.11880852953846852,17.0,0.7413345908983731,0.04824918508529663,98.50285339355469,0.04613020271062851,168.42669677734375,0.11880852953846852,0.07580387476160151,0.07580387476160151,0.7689900398254395
VQA-JEPA-Deep,43,0.11659550120444884,18.0,0.745343079462391,0.04864019900560379,97.9754867553711,0.04613020271062851,168.42669677734375,0.11659550120444884,0.07540107060837967,0.07540107060837967,0.7495013475418091
VQA-JEPA-Deep,43,0.11700821613975922,19.0,0.747465220466871,0.04514908790588379,103.35308837890625,0.04613020271062851,168.42669677734375,0.11700821613975922,0.074350789547641,0.074350789547641,0.7625489830970764
VQA-JEPA-Deep,43,0.11583376376310123,20.0,0.7493515680264089,0.04772625118494034,101.26667022705078,0.04613020271062851,168.42669677734375,0.11583376376310123,0.07218186011525908,0.07218186011525908,0.769262433052063
VQA-JEPA-Deep,44,0.16530984325303247,1.0,0.5779297335534073,0.0473465770483017,31.578672409057617,0.04613020271062851,168.42669677734375,0.16530984325303247,0.21035781231069647,0.21035781231069647,0.44277048110961914
VQA-JEPA-Deep,44,0.14145603977658505,2.0,0.6361707144541382,0.046650491654872894,45.675140380859375,0.04613020271062851,168.42669677734375,0.14145603977658505,0.1521446137388566,0.1521446137388566,0.5039000511169434
VQA-JEPA-Deep,44,0.13070746846945042,3.0,0.6738976656448951,0.04836510121822357,54.32658386230469,0.04613020271062851,168.42669677734375,0.13070746846945042,0.13192577330586147,0.13192577330586147,0.5807051658630371
VQA-JEPA-Deep,44,0.12495340960988793,4.0,0.7007781183683094,0.0469033345580101,67.3558349609375,0.04613020271062851,168.42669677734375,0.12495340960988793,0.11971523713788278,0.11971523713788278,0.6532597541809082
VQA-JEPA-Deep,44,0.12207832596923798,5.0,0.7179910398490922,0.04636731743812561,71.37271881103516,0.04613020271062851,168.42669677734375,0.12207832596923798,0.11050715870158807,0.11050715870158807,0.6352309584617615
VQA-JEPA-Deep,44,0.1187975252716082,6.0,0.7123319971704787,0.046256162226200104,76.83000183105469,0.04613020271062851,168.42669677734375,0.1187975252716082,0.10349212987218172,0.10349212987218172,0.6674515008926392
VQA-JEPA-Deep,44,0.11843064664894892,7.0,0.7319028531006838,0.050786130130290985,75.8337631225586,0.04613020271062851,168.42669677734375,0.11843064664894892,0.09906878508656687,0.09906878508656687,0.6968402862548828
VQA-JEPA-Deep,44,0.11708216344556896,8.0,0.7281301579816081,0.046632327139377594,84.48371124267578,0.04613020271062851,168.42669677734375,0.11708216344556896,0.09424262616327306,0.09424262616327306,0.7070282697677612
VQA-JEPA-Deep,44,0.11658464432240545,9.0,0.7377976892242396,0.04693998396396637,86.41606903076172,0.04613020271062851,168.42669677734375,0.11658464432240545,0.09033873482997662,0.09033873482997662,0.7050381302833557
VQA-JEPA-Deep,44,0.11679416272654845,10.0,0.7335534072152794,0.047958314418792725,84.15008544921875,0.04613020271062851,168.42669677734375,0.11679416272654845,0.08749848137179786,0.08749848137179786,0.7081199288368225
VQA-JEPA-Deep,44,0.11657700026915113,11.0,0.7359113416647017,0.04469263553619385,89.48278045654297,0.04613020271062851,168.42669677734375,0.11657700026915113,0.08541318770944745,0.08541318770944745,0.6935373544692993
VQA-JEPA-Deep,44,0.11626470878112431,12.0,0.7406272105635463,0.0467037558555603,92.34709167480469,0.04613020271062851,168.42669677734375,0.11626470878112431,0.08355909058569214,0.08355909058569214,0.7189009785652161
VQA-JEPA-Deep,44,0.11654892521656732,13.0,0.7354397547748173,0.046715185046195984,94.673095703125,0.04613020271062851,168.42669677734375,0.11654892521656732,0.0815021915186525,0.0815021915186525,0.7367839217185974
VQA-JEPA-Deep,44,0.11599790753058402,14.0,0.7344965809950483,0.04744720458984375,92.73770904541016,0.04613020271062851,168.42669677734375,0.11599790753058402,0.079790221566152,0.079790221566152,0.7368978261947632
VQA-JEPA-Deep,44,0.11615722364509086,15.0,0.7344965809950483,0.048529721796512604,95.79911804199219,0.04613020271062851,168.42669677734375,0.11615722364509086,0.07836727061006384,0.07836727061006384,0.7428170442581177
VQA-JEPA-Deep,44,0.11672602515896939,16.0,0.7448714925725065,0.05022110790014267,96.28231048583984,0.04613020271062851,168.42669677734375,0.11672602515896939,0.07726169680307426,0.07726169680307426,0.7600642442703247
VQA-JEPA-Deep,44,0.11711471673804784,17.0,0.7448714925725065,0.0474117249250412,99.04732513427734,0.04613020271062851,168.42669677734375,0.11711471673804784,0.07566147124441319,0.07566147124441319,0.7660808563232422
VQA-JEPA-Deep,44,0.11860837578155106,18.0,0.7448714925725065,0.04552121460437775,100.81892395019531,0.04613020271062851,168.42669677734375,0.11860837578155106,0.07543493636009847,0.07543493636009847,0.7456729412078857
VQA-JEPA-Deep,44,0.11774505555025391,19.0,0.742277764678142,0.04758481681346893,99.91411590576172,0.04613020271062851,168.42669677734375,0.11774505555025391,0.07508185578464206,0.07508185578464206,0.7662923336029053
VQA-JEPA-Deep,44,0.11758049188695183,20.0,0.7432209384579108,0.04732825607061386,101.48550415039062,0.04613020271062851,168.42669677734375,0.11758049188695183,0.07238307877738072,0.07238307877738072,0.757342517375946
